[2024-07-24 12:47:31,543] CF65 | T0 → PWM0
[2024-08-12 18:29:38,444] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:31:16,942] CF65 CF67 | T0 → PWM0
[2024-08-12 18:31:45,730] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:32:36,428] CF65 CF67 | T0 → PWM0
[2024-08-12 18:33:04,255] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:33:54,739] CF65 CF67 | T0 → PWM0
[2024-08-12 18:34:22,730] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:35:13,297] CF65 CF67 | T0 → PWM0
[2024-08-12 18:35:41,400] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:36:15,972] CF67 CF65 | T0 → PWM0
[2024-08-12 18:36:43,512] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:37:18,011] CF65 CF67 | T0 → PWM0
[2024-08-12 18:37:45,837] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:38:20,378] CF67 CF65 | T0 → PWM0
[2024-08-12 18:38:48,326] CF67 CF65 | T75 → PWM53379
[2024-08-12 18:39:14,856] CF65 CF67 | T0 → PWM0
[2024-08-12 18:39:42,363] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:40:08,798] CF67 CF65 | T0 → PWM0
[2024-08-12 18:40:36,584] CF65 CF67 | T75 → PWM53379
[2024-08-12 18:41:03,113] CF67 CF65 | T0 → PWM0
[2024-08-13 11:18:21,280] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:22:30,254] CF67 CF65 | T0 → PWM0
[2024-08-13 11:23:00,787] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:27:03,550] CF67 CF65 | T0 → PWM0
[2024-08-13 11:27:34,106] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:31:36,791] CF67 CF65 | T0 → PWM0
[2024-08-13 11:32:07,685] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:33:46,313] CF67 CF65 | T0 → PWM0
[2024-08-13 11:34:14,743] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:35:53,581] CF67 CF65 | T0 → PWM0
[2024-08-13 11:36:21,964] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:38:00,534] CF67 CF65 | T0 → PWM0
[2024-08-13 11:38:29,435] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:39:19,859] CF65 CF67 | T0 → PWM0
[2024-08-13 11:39:47,572] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:40:38,007] CF67 CF65 | T0 → PWM0
[2024-08-13 11:41:05,654] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:41:56,198] CF65 CF67 | T0 → PWM0
[2024-08-13 11:42:24,331] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:42:58,799] CF67 CF65 | T0 → PWM0
[2024-08-13 11:43:26,270] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:44:00,761] CF65 CF67 | T0 → PWM0
[2024-08-13 11:44:28,135] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:45:02,978] CF67 CF65 | T0 → PWM0
[2024-08-13 11:45:31,312] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:45:58,124] CF65 CF67 | T0 → PWM0
[2024-08-13 11:46:25,540] CF67 CF65 | T25 → PWM22722
[2024-08-13 11:46:52,339] CF65 CF67 | T0 → PWM0
[2024-08-13 11:47:19,736] CF65 CF67 | T25 → PWM22722
[2024-08-13 11:47:46,295] CF65 CF67 | T0 → PWM0
[2024-08-13 11:48:14,156] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 11:52:16,764] CF67 CF65 | T0 → PWM0
[2024-08-13 11:52:47,563] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 11:56:50,223] CF67 CF65 | T0 → PWM0
[2024-08-13 11:57:20,771] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:01:23,845] CF65 CF67 | T0 → PWM0
[2024-08-13 12:01:54,883] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:03:33,403] CF65 CF67 | T0 → PWM0
[2024-08-13 12:04:01,836] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 12:05:40,740] CF67 CF65 | T0 → PWM0
[2024-08-13 12:06:09,111] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 12:07:47,749] CF65 CF67 | T0 → PWM0
[2024-08-13 12:08:16,841] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:09:07,798] CF65 CF67 | T0 → PWM0
[2024-08-13 12:09:35,573] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:10:26,173] CF67 CF65 | T0 → PWM0
[2024-08-13 12:10:53,803] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 12:11:44,271] CF65 CF67 | T0 → PWM0
[2024-08-13 12:12:12,678] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:12:47,226] CF65 CF67 | T0 → PWM0
[2024-08-13 12:13:14,825] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:13:49,867] CF67 CF65 | T0 → PWM0
[2024-08-13 12:14:17,698] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 12:14:52,545] CF65 CF67 | T0 → PWM0
[2024-08-13 12:15:20,775] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:15:47,549] CF67 CF65 | T0 → PWM0
[2024-08-13 12:16:14,970] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:16:41,479] CF67 CF65 | T0 → PWM0
[2024-08-13 12:17:08,782] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 12:17:35,288] CF67 CF65 | T0 → PWM0
[2024-08-13 12:18:03,166] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:22:05,870] CF67 CF65 | T0 → PWM0
[2024-08-13 12:22:36,791] CF65 CF67 | T75 → PWM53379
[2024-08-13 12:26:39,900] CF65 CF67 | T0 → PWM0
[2024-08-13 12:27:10,306] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:31:13,032] CF67 CF65 | T0 → PWM0
[2024-08-13 12:31:44,056] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:33:22,911] CF65 CF67 | T0 → PWM0
[2024-08-13 12:33:51,308] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:35:30,048] CF65 CF67 | T0 → PWM0
[2024-08-13 12:35:58,775] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:37:37,277] CF65 CF67 | T0 → PWM0
[2024-08-13 12:38:06,190] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:38:56,803] CF67 CF65 | T0 → PWM0
[2024-08-13 12:39:24,990] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:40:15,647] CF67 CF65 | T0 → PWM0
[2024-08-13 12:40:43,699] CF65 CF67 | T75 → PWM53379
[2024-08-13 12:41:34,258] CF67 CF65 | T0 → PWM0
[2024-08-13 12:42:02,896] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:42:37,358] CF65 CF67 | T0 → PWM0
[2024-08-13 12:43:04,996] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:43:39,535] CF65 CF67 | T0 → PWM0
[2024-08-13 12:44:06,940] CF65 CF67 | T75 → PWM53379
[2024-08-13 12:44:41,496] CF65 CF67 | T0 → PWM0
[2024-08-13 12:45:09,458] CF65 CF67 | T75 → PWM53379
[2024-08-13 12:45:35,961] CF67 CF65 | T0 → PWM0
[2024-08-13 12:46:03,395] CF65 CF67 | T75 → PWM53379
[2024-08-13 12:46:29,900] CF67 CF65 | T0 → PWM0
[2024-08-13 12:46:57,253] CF67 CF65 | T75 → PWM53379
[2024-08-13 12:47:23,808] CF65 CF67 | T0 → PWM0
[2024-08-13 12:56:05,689] CF65 CF67 | T25 → PWM22722
[2024-08-13 12:56:56,239] CF65 CF67 | T0 → PWM0
[2024-08-13 12:57:21,889] CF67 CF65 | T25 → PWM22722
[2024-08-13 12:58:12,471] CF65 CF67 | T0 → PWM0
[2024-08-13 12:58:38,241] CF65 CF67 | T25 → PWM22722
[2024-08-13 12:59:29,122] CF67 CF65 | T0 → PWM0
[2024-08-13 12:59:55,176] CF65 CF67 | T25 → PWM22722
[2024-08-13 13:00:45,645] CF65 CF67 | T0 → PWM0
[2024-08-13 13:01:11,609] CF65 CF67 | T25 → PWM22722
[2024-08-13 13:02:02,180] CF67 CF65 | T0 → PWM0
[2024-08-13 13:02:27,962] CF67 CF65 | T25 → PWM22722
[2024-08-13 13:03:18,459] CF65 CF67 | T0 → PWM0
[2024-08-13 13:03:45,141] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 13:04:36,013] CF67 CF65 | T0 → PWM0
[2024-08-13 13:05:03,341] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 13:05:54,294] CF67 CF65 | T0 → PWM0
[2024-08-13 13:06:21,395] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 13:07:12,328] CF67 CF65 | T0 → PWM0
[2024-08-13 13:07:39,358] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 13:08:30,229] CF67 CF65 | T0 → PWM0
[2024-08-13 13:08:57,721] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 13:09:48,164] CF65 CF67 | T0 → PWM0
[2024-08-13 13:10:15,533] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 13:11:06,136] CF65 CF67 | T0 → PWM0
[2024-08-13 13:11:34,467] CF67 CF65 | T75 → PWM53379
[2024-08-13 13:12:24,946] CF65 CF67 | T0 → PWM0
[2024-08-13 13:12:53,021] CF65 CF67 | T75 → PWM53379
[2024-08-13 13:13:43,619] CF67 CF65 | T0 → PWM0
[2024-08-13 13:14:11,665] CF65 CF67 | T75 → PWM53379
[2024-08-13 13:15:02,156] CF65 CF67 | T0 → PWM0
[2024-08-13 13:15:30,307] CF67 CF65 | T75 → PWM53379
[2024-08-13 13:16:20,814] CF67 CF65 | T0 → PWM0
[2024-08-13 13:16:49,169] CF65 CF67 | T75 → PWM53379
[2024-08-13 13:17:40,342] CF65 CF67 | T0 → PWM0
[2024-08-13 13:18:08,895] CF65 CF67 | T75 → PWM53379
[2024-08-13 13:18:59,396] CF67 CF65 | T0 → PWM0
[2024-08-13 14:31:07,708] CF67 CF65 | T25 → PWM22722
[2024-08-13 14:31:58,253] CF65 CF67 | T0 → PWM0
[2024-08-13 14:32:24,124] CF65 CF67 | T25 → PWM22722
[2024-08-13 14:33:15,005] CF67 CF65 | T0 → PWM0
[2024-08-13 14:33:40,621] CF65 CF67 | T25 → PWM22722
[2024-08-13 14:34:31,113] CF65 CF67 | T0 → PWM0
[2024-08-13 14:34:56,870] CF65 CF67 | T25 → PWM22722
[2024-08-13 14:35:47,360] CF67 CF65 | T0 → PWM0
[2024-08-13 14:36:13,172] CF65 CF67 | T25 → PWM22722
[2024-08-13 14:37:03,716] CF67 CF65 | T0 → PWM0
[2024-08-13 14:37:29,704] CF67 CF65 | T25 → PWM22722
[2024-08-13 14:38:20,181] CF67 CF65 | T0 → PWM0
[2024-08-13 14:38:46,916] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 14:39:37,441] CF67 CF65 | T0 → PWM0
[2024-08-13 14:40:04,534] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 14:40:55,038] CF65 CF67 | T0 → PWM0
[2024-08-13 14:41:22,163] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 14:42:12,690] CF65 CF67 | T0 → PWM0
[2024-08-13 14:42:39,774] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 14:43:30,264] CF67 CF65 | T0 → PWM0
[2024-08-13 14:44:00,999] CF65 CF67 | T54.275 → PWM42009
[2024-08-13 14:44:52,102] CF65 CF67 | T0 → PWM0
[2024-08-13 14:45:19,436] CF67 CF65 | T54.275 → PWM42009
[2024-08-13 14:46:09,870] CF65 CF67 | T0 → PWM0
[2024-08-13 14:46:38,167] CF65 CF67 | T75 → PWM53379
[2024-08-13 14:47:28,653] CF65 CF67 | T0 → PWM0
[2024-08-13 14:47:57,191] CF65 CF67 | T75 → PWM53379
[2024-08-13 14:48:48,002] CF65 CF67 | T0 → PWM0
[2024-08-13 14:49:16,208] CF67 CF65 | T75 → PWM53379
[2024-08-13 14:50:07,232] CF65 CF67 | T0 → PWM0
[2024-08-13 14:50:35,332] CF67 CF65 | T75 → PWM53379
[2024-08-13 14:51:25,839] CF67 CF65 | T0 → PWM0
[2024-08-13 14:51:54,308] CF65 CF67 | T75 → PWM53379
[2024-08-13 14:52:45,236] CF67 CF65 | T0 → PWM0
[2024-08-13 14:53:13,658] CF65 CF67 | T75 → PWM53379
[2024-08-13 14:54:04,369] CF65 CF67 | T0 → PWM0
